customerID,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn
1112-CUNAO,9/1/2018,12/1/2019 0:00,Month-to-month,0,Electronic check,89.85,1424.95,1,1,0,0,1,Fiber optic,0,1,0,0,0,1,1
1113-IUJYX,8/1/2018,10/1/2019 0:00,One year,0,Mailed check,105.95,1348.9,1,0,1,0,0,Fiber optic,1,1,0,1,1,1,1
1114-CENIM,4/1/2015,10/1/2019 0:00,Month-to-month,1,Credit card (automatic),55,3092.65,0,0,0,1,1,DSL,0,1,0,0,0,0,1
1116-DXXDF,11/1/2016,No,Two year,1,Electronic check,100.45,3801.7,0,0,0,0,0,Fiber optic,1,0,1,0,1,1,0
1116-FRYVH,2/1/2016,No,Two year,0,Mailed check,39.4,1978.65,1,0,1,1,-1,DSL,1,1,0,1,0,0,0
1120-BMWUB,9/1/2018,1/1/2020 0:00,Month-to-month,1,Mailed check,53.9,834.15,1,0,0,0,0,DSL,0,1,0,1,0,0,1
1121-QSIVB,6/1/2016,No,One year,1,Mailed check,77.55,3471.1,1,0,0,1,1,DSL,0,1,0,0,1,1,0
1122-JWTJW,10/1/2019,11/1/2019 0:00,Month-to-month,1,Mailed check,70.65,70.65,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,1
1122-YJBCS,5/1/2014,No,One year,1,Credit card (automatic),53.65,3804.4,0,0,1,0,0,DSL,1,1,0,0,0,0,0
1125-SNVCK,1/1/2016,No,Month-to-month,0,Mailed check,43.8,2106.05,1,1,0,0,0,DSL,0,0,0,0,0,0,0
1131-ALZWV,2/1/2018,No,One year,0,Bank transfer (automatic),24.6,605.25,1,0,0,0,1,No,-1,-1,-1,-1,-1,-1,0
1131-QQZEB,3/1/2014,No,Two year,0,Bank transfer (automatic),23.95,1756.2,0,1,1,0,1,No,-1,-1,-1,-1,-1,-1,0
1131-SUEKT,1/1/2015,No,One year,1,Bank transfer (automatic),98.45,6145.2,0,0,1,1,0,Fiber optic,0,1,0,1,1,1,0
1133-KXCGE,8/1/2018,No,One year,0,Mailed check,20.1,407.05,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
1134-YWTYF,11/1/2017,No,Month-to-month,1,Electronic check,53.8,1389.85,0,0,1,0,0,DSL,0,1,0,1,0,0,0
1135-HIORI,10/1/2014,No,One year,1,Electronic check,111.45,7266.95,1,0,1,1,1,Fiber optic,0,1,1,1,1,1,0
1135-LMECX,1/1/2020,No,Month-to-month,0,Mailed check,19.85,19.85,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
1136-XGEQU,12/1/2015,No,One year,1,Credit card (automatic),84.15,4164.4,1,0,1,1,1,DSL,0,1,1,1,1,1,0
1137-DGOWI,8/1/2017,No,One year,0,Bank transfer (automatic),70.25,2198.9,1,0,1,0,0,DSL,0,1,1,1,0,1,0
1139-WUOAH,5/1/2015,No,Two year,0,Credit card (automatic),53.35,3090.05,0,0,0,0,-1,DSL,0,0,1,1,1,1,0
1140-UKVZG,9/1/2018,No,Month-to-month,0,Mailed check,24.8,475.25,1,0,0,0,1,No,-1,-1,-1,-1,-1,-1,0
1142-IHLOO,11/1/2015,No,One year,0,Credit card (automatic),87.55,4475.9,1,0,0,0,0,Fiber optic,0,0,0,0,1,1,0
1142-WACZW,8/1/2019,10/1/2019 0:00,Month-to-month,0,Bank transfer (automatic),29.85,75.6,0,0,0,0,-1,DSL,0,0,0,1,0,0,1
1143-NMNQJ,9/1/2019,11/1/2019 0:00,Month-to-month,1,Electronic check,85.7,169.8,1,0,0,0,1,Fiber optic,0,0,0,0,0,1,1
1150-FTQGN,2/1/2015,No,One year,0,Bank transfer (automatic),94.15,5811.8,1,0,1,1,1,Fiber optic,1,1,0,0,1,0,0
1150-WFARN,5/1/2014,12/1/2019 0:00,Two year,1,Credit card (automatic),108.75,7156.2,1,0,1,1,1,Fiber optic,1,0,1,1,1,1,1
1153-GNOLC,5/1/2017,No,One year,1,Electronic check,39.1,1309,0,0,0,0,-1,DSL,0,1,0,0,1,0,0
1154-HYWWO,12/1/2016,No,One year,0,Mailed check,70.6,2708.2,0,0,0,0,0,DSL,1,1,0,1,1,0,0
1156-ZFYDO,1/1/2020,No,Month-to-month,0,Electronic check,19.75,19.75,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
1157-BQCUW,10/1/2019,11/1/2019 0:00,Month-to-month,1,Electronic check,74.95,74.95,0,0,0,0,1,Fiber optic,0,0,0,0,0,0,1
1159-WFSGR,10/1/2018,No,Month-to-month,0,Electronic check,20.4,321.4,1,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
1162-ECVII,2/1/2014,No,Two year,1,Bank transfer (automatic),109.75,7932.5,0,1,1,0,1,Fiber optic,0,1,1,1,1,1,0
1163-ONYEY,9/1/2016,No,Month-to-month,1,Credit card (automatic),74.55,3023.55,0,0,1,1,1,DSL,1,1,1,0,1,0,0
1163-VIPRI,9/1/2014,No,Two year,0,Electronic check,109.3,7337.55,1,0,1,1,1,Fiber optic,1,0,1,1,1,1,0
1166-PQLGG,2/1/2014,No,Two year,0,Bank transfer (automatic),19.55,1463.45,1,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
1167-OYZJF,7/1/2014,No,Two year,1,Bank transfer (automatic),20.05,1263.05,1,1,1,0,0,No,-1,-1,-1,-1,-1,-1,0
1169-SAOCL,1/1/2016,No,One year,1,Bank transfer (automatic),106.65,5168.1,0,0,0,0,1,Fiber optic,0,1,0,1,1,1,0
1169-WCVAK,7/1/2018,No,Month-to-month,1,Credit card (automatic),88.8,1672.35,0,0,1,0,1,Fiber optic,1,1,0,1,0,0,0
1170-SASML,5/1/2014,No,Month-to-month,1,Bank transfer (automatic),85.4,5869.4,1,0,1,0,1,Fiber optic,0,1,1,0,0,0,0
1171-TYKUR,3/1/2016,No,Month-to-month,0,Electronic check,25.4,1139.2,0,0,1,0,1,No,-1,-1,-1,-1,-1,-1,0
1172-VIYBP,9/1/2015,No,Two year,0,Bank transfer (automatic),69.7,3686.05,0,0,1,1,1,DSL,1,1,0,0,0,1,0
1173-NOEYG,11/1/2017,No,Month-to-month,0,Bank transfer (automatic),90.15,2423.4,1,0,1,0,1,Fiber optic,0,0,1,0,0,1,0
1173-XZPYF,3/1/2019,No,Month-to-month,1,Electronic check,89.2,990.3,1,0,0,0,1,Fiber optic,0,0,1,0,1,0,0
1174-FGIFN,10/1/2017,No,One year,1,Electronic check,90.45,2509.25,1,0,1,1,1,Fiber optic,0,0,0,1,0,1,0
1177-XZBJL,9/1/2015,No,One year,0,Bank transfer (automatic),64.15,3491.55,0,0,1,1,1,DSL,1,1,0,1,0,0,0
1178-PZGAB,7/1/2018,No,One year,0,Credit card (automatic),20.25,383.65,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
1179-INLAT,11/1/2019,No,One year,1,Mailed check,19.45,69.25,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
1183-CANVH,3/1/2018,No,One year,0,Bank transfer (automatic),60,1347.15,1,0,1,0,0,DSL,0,0,0,1,1,0,0
1184-PJVDB,1/1/2019,11/1/2019 0:00,Month-to-month,1,Electronic check,79.95,857.2,0,0,1,0,0,Fiber optic,0,0,0,0,1,0,1
1187-WILMM,11/1/2014,No,Two year,1,Credit card (automatic),89.4,5597.65,0,0,1,1,1,DSL,1,1,1,1,1,1,0
1193-RTSLK,8/1/2016,10/1/2019 0:00,Month-to-month,1,Credit card (automatic),83.9,3233.6,1,0,0,0,0,Fiber optic,1,1,1,0,0,0,1
1194-BHJYC,1/1/2015,No,Two year,1,Mailed check,62.15,3778.85,0,0,1,0,-1,DSL,1,0,1,1,1,1,0
1194-HVAIF,11/1/2017,No,Month-to-month,0,Credit card (automatic),95,2462.55,1,0,1,0,1,Fiber optic,0,0,0,0,1,1,0
1194-SPVSP,1/1/2020,No,Month-to-month,0,Bank transfer (automatic),19.65,19.65,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
1195-OIYEJ,11/1/2018,12/1/2019 0:00,Month-to-month,1,Electronic check,91.1,1135.7,0,0,0,0,0,Fiber optic,0,0,0,0,1,1,1
1196-AMORA,3/1/2019,10/1/2019 0:00,Month-to-month,0,Electronic check,73.6,520,0,0,0,0,1,Fiber optic,0,0,0,0,0,0,1
1197-BVMVG,10/1/2019,No,Month-to-month,1,Electronic check,74.45,294.45,1,1,0,0,1,Fiber optic,0,0,0,0,0,0,0
1200-TUZHR,6/1/2019,No,Month-to-month,0,Electronic check,85.2,695.75,1,1,0,0,1,Fiber optic,0,0,0,0,0,1,0
1202-KKGFU,2/1/2019,No,Month-to-month,0,Bank transfer (automatic),54.2,690.5,1,0,1,0,0,DSL,1,0,0,1,0,0,0
1205-WNWPJ,6/1/2019,1/1/2020 0:00,Month-to-month,1,Mailed check,59.5,415.95,1,0,0,0,0,DSL,0,0,0,1,1,0,1
1206-EHBDD,6/1/2015,No,Two year,0,Bank transfer (automatic),80.3,4513.65,1,0,1,0,0,Fiber optic,1,0,1,0,0,0,0
1207-BLKSA,10/1/2015,No,Two year,0,Mailed check,23.05,1255.1,1,0,1,1,1,No,-1,-1,-1,-1,-1,-1,0
1208-DNHLN,12/1/2017,11/1/2019 0:00,One year,1,Credit card (automatic),48.35,1067.15,0,0,1,1,1,DSL,0,0,0,0,0,0,1
1208-NBVFH,6/1/2018,No,Month-to-month,1,Electronic check,49.6,939.8,0,0,1,1,0,DSL,0,0,1,0,0,0,0
1209-VFFOC,6/1/2014,No,Two year,1,Mailed check,56.4,3948.45,0,0,1,1,-1,DSL,1,1,1,1,0,1,0
1212-GLHMD,11/1/2019,No,Month-to-month,1,Mailed check,86.05,244.85,0,0,0,0,0,Fiber optic,1,0,0,0,0,1,0
1213-NGCUN,6/1/2019,12/1/2019 0:00,Month-to-month,1,Bank transfer (automatic),49.65,267.35,1,0,0,0,0,DSL,0,0,0,1,0,0,1
1215-EXRMO,12/1/2015,No,Two year,0,Mailed check,20.55,1067.65,0,0,1,0,0,No,-1,-1,-1,-1,-1,-1,0
1215-FIGMP,2/1/2015,No,Month-to-month,1,Bank transfer (automatic),89.9,5450.7,0,0,0,0,1,Fiber optic,0,1,0,0,1,0,0
1215-VFYVK,10/1/2019,No,Month-to-month,0,Mailed check,48.25,202.25,1,0,0,0,-1,DSL,1,0,1,1,0,1,0
1216-BGTSP,5/1/2016,No,Month-to-month,1,Credit card (automatic),108.45,4964.7,0,0,0,0,1,Fiber optic,1,0,1,1,1,1,0
1216-JWVUX,1/1/2018,No,Month-to-month,1,Electronic check,75.5,1901.05,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,0
1217-VASWC,7/1/2016,No,One year,1,Bank transfer (automatic),100.55,4304,0,1,1,0,0,Fiber optic,0,1,1,0,1,1,0
1218-VKFPE,11/1/2018,11/1/2019 0:00,Month-to-month,0,Mailed check,19,233.55,1,0,1,1,0,No,-1,-1,-1,-1,-1,-1,1
1219-NNDDO,5/1/2019,No,Month-to-month,1,Electronic check,76.85,663.55,1,0,0,0,1,Fiber optic,0,0,0,0,0,0,0
1221-GHZEP,12/1/2014,No,Two year,1,Mailed check,65.1,3846.75,1,0,0,0,0,DSL,1,0,0,1,0,1,0
1222-KJNZD,10/1/2016,No,Month-to-month,1,Bank transfer (automatic),20.4,745.3,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
1222-LRYKO,8/1/2019,No,Month-to-month,0,Mailed check,26.35,184.05,0,0,0,1,1,No,-1,-1,-1,-1,-1,-1,0
1223-UNPKS,6/1/2018,No,Two year,0,Mailed check,20.05,400,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
1226-IENZN,10/1/2018,No,Month-to-month,1,Electronic check,78.75,1218.25,0,1,0,0,0,Fiber optic,0,0,0,0,0,1,0
1226-JZNKR,6/1/2019,No,One year,0,Electronic check,19.8,160.05,1,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
1226-UDFZR,10/1/2019,12/1/2019 0:00,Month-to-month,1,Mailed check,49.6,114.7,1,0,0,0,0,DSL,0,1,0,0,0,0,1
1227-UDMZR,2/1/2014,No,Two year,1,Bank transfer (automatic),91.15,6637.9,1,0,1,0,1,DSL,1,1,1,1,1,1,0
1228-FZFRV,8/1/2015,10/1/2019 0:00,Month-to-month,0,Credit card (automatic),105.95,5341.8,0,0,1,1,1,Fiber optic,1,0,1,0,1,1,1
1228-ZLNBX,5/1/2018,No,Month-to-month,0,Mailed check,75.3,1570.7,0,0,0,0,1,Fiber optic,0,0,0,0,0,0,0
1229-RCALF,10/1/2014,No,One year,1,Electronic check,115,7396.15,1,0,1,0,1,Fiber optic,1,1,1,1,1,1,0
1230-QAJDW,11/1/2019,No,Month-to-month,1,Mailed check,65.25,209.9,0,0,0,0,1,DSL,0,0,0,1,1,0,0
1231-YNDEK,4/1/2015,No,Two year,1,Bank transfer (automatic),19.15,1035.5,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
1236-WFCDV,9/1/2018,11/1/2019 0:00,Month-to-month,0,Credit card (automatic),90.45,1266.1,0,1,0,0,0,Fiber optic,0,0,0,0,1,1,1
1237-WIYYZ,8/1/2018,No,Month-to-month,1,Mailed check,19.55,389.25,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
1240-HCBOH,7/1/2014,No,Two year,1,Mailed check,26.1,1759.55,1,0,0,0,1,No,-1,-1,-1,-1,-1,-1,0
1240-KNSEZ,10/1/2019,11/1/2019 0:00,Month-to-month,1,Mailed check,20.1,20.1,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,1
1241-EZFMJ,1/1/2015,No,Two year,0,Bank transfer (automatic),25.45,1538.6,0,0,1,0,1,No,-1,-1,-1,-1,-1,-1,0
1241-FPMOF,10/1/2015,No,Two year,0,Mailed check,19.65,1025.05,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
1245-HARPS,12/1/2018,No,Two year,0,Mailed check,20.4,292.4,1,0,1,0,0,No,-1,-1,-1,-1,-1,-1,0
1247-QBVSH,7/1/2016,No,Month-to-month,0,Mailed check,50.2,2169.4,1,0,1,1,0,DSL,0,1,0,0,0,0,0
1248-DYXUB,10/1/2015,No,Two year,0,Mailed check,24.8,1229.1,0,0,1,1,1,No,-1,-1,-1,-1,-1,-1,0
1251-KRREG,10/1/2019,12/1/2019 0:00,Month-to-month,1,Mailed check,54.4,114.1,0,0,0,0,1,DSL,0,1,0,0,0,0,1
1251-STYSZ,10/1/2019,No,Month-to-month,1,Electronic check,80.25,303.7,1,1,0,0,1,Fiber optic,1,0,0,0,0,0,0
1254-IZEYF,5/1/2017,12/1/2019 0:00,Month-to-month,1,Electronic check,99.95,3186.65,1,1,0,0,1,Fiber optic,0,1,0,0,1,1,1
1257-SXUXQ,9/1/2019,No,Month-to-month,0,Mailed check,19.45,86.05,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
1258-YMZNM,11/1/2017,No,One year,1,Bank transfer (automatic),110.5,2857.6,1,1,0,0,1,Fiber optic,1,1,1,0,1,1,0
1260-TTRXI,8/1/2019,12/1/2019 0:00,Month-to-month,0,Electronic check,54.3,195.3,0,0,0,0,0,DSL,0,0,0,0,0,1,1
1261-FWTTE,3/1/2018,No,Month-to-month,1,Bank transfer (automatic),34.65,768.45,0,1,0,0,-1,DSL,0,0,0,0,0,1,0
1262-OPMFY,2/1/2019,11/1/2019 0:00,Month-to-month,1,Bank transfer (automatic),75.75,655.9,1,0,1,0,0,Fiber optic,0,0,1,0,0,0,1
1264-BYWMS,4/1/2015,11/1/2019 0:00,Month-to-month,1,Electronic check,96.8,5283.95,0,0,0,0,1,Fiber optic,0,0,0,0,1,1,1
1264-FUHCX,1/1/2016,No,One year,1,Credit card (automatic),56.3,2780.6,1,0,1,0,-1,DSL,0,1,0,1,1,1,0
1265-BCFEO,3/1/2014,No,Two year,1,Bank transfer (automatic),80.45,5662.25,1,0,1,0,1,DSL,0,0,1,1,1,1,0
1265-HVPZB,3/1/2015,No,One year,0,Credit card (automatic),66.4,3958.2,0,0,1,0,0,DSL,1,1,1,0,1,0,0
1265-XTECC,2/1/2014,10/1/2019 0:00,One year,1,Credit card (automatic),96.55,6581.9,1,1,1,0,1,Fiber optic,1,1,0,0,0,1,1
1265-ZFOSD,10/1/2014,No,Two year,1,Mailed check,81.3,5129.3,1,0,1,0,1,DSL,1,1,1,1,0,1,0
1266-NZYUI,2/1/2014,No,Two year,0,Bank transfer (automatic),66.85,4758.8,1,0,1,1,1,DSL,1,0,1,1,0,0,0
1268-ASBGA,9/1/2018,1/1/2020 0:00,Month-to-month,1,Credit card (automatic),85.35,1375.15,1,1,1,0,1,Fiber optic,0,0,0,0,0,1,1
1269-FOYWN,6/1/2016,No,One year,0,Bank transfer (automatic),20,860.85,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
1270-XKUCC,8/1/2017,No,Two year,0,Mailed check,19.7,599.25,1,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
1271-SJBGZ,1/1/2019,1/1/2020 0:00,Month-to-month,1,Electronic check,43.65,526.95,0,1,0,0,-1,DSL,0,0,1,1,0,1,1
1271-UODNO,11/1/2016,No,Two year,1,Credit card (automatic),53.85,2200.7,0,0,0,0,1,DSL,0,0,0,1,0,0,0
1272-ILHFG,11/1/2018,No,One year,0,Mailed check,19.65,332.65,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
1273-MTETI,8/1/2019,12/1/2019 0:00,Month-to-month,1,Electronic check,88.85,372.45,1,1,0,0,1,Fiber optic,0,0,1,0,0,1,1
1282-IHQAC,4/1/2014,No,One year,1,Credit card (automatic),44.05,3011.65,0,1,0,0,-1,DSL,0,1,1,0,1,0,0
1285-OKIPP,12/1/2019,1/1/2020 0:00,Month-to-month,0,Electronic check,79.9,79.9,0,0,0,0,0,Fiber optic,0,0,0,0,0,1,1
1291-CUOCY,2/1/2014,No,Two year,1,Credit card (automatic),110.6,7962.2,0,0,1,0,1,Fiber optic,0,1,1,1,1,1,0
1293-BSEUN,2/1/2014,No,Two year,1,Mailed check,20.7,1482.3,1,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
1293-HHSHJ,3/1/2017,No,One year,0,Mailed check,21.1,741,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
1297-VQDRP,6/1/2014,No,One year,1,Credit card (automatic),107.15,7379.8,0,1,1,1,1,Fiber optic,0,0,1,1,1,1,0
1298-PHBTI,3/1/2014,No,Two year,1,Electronic check,84.8,6152.4,0,0,1,1,1,Fiber optic,0,1,0,1,0,0,0
1299-AURJA,4/1/2014,No,Two year,0,Bank transfer (automatic),24.7,1685.9,1,0,1,1,1,No,-1,-1,-1,-1,-1,-1,0
1301-LOPVR,9/1/2017,No,One year,1,Credit card (automatic),55.35,1636.95,0,0,1,1,-1,DSL,1,1,1,1,0,1,0
1302-TPUBN,8/1/2014,No,Two year,0,Bank transfer (automatic),19.35,1240.8,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
1302-UHBDD,6/1/2018,No,Month-to-month,0,Electronic check,89.95,1648.45,0,1,0,0,0,Fiber optic,0,0,0,0,1,1,0
1303-SRDOK,7/1/2015,No,Two year,1,Credit card (automatic),69.05,3842.6,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,0
1304-BCCFO,5/1/2019,No,Month-to-month,1,Mailed check,70.05,564.4,0,0,1,0,0,DSL,0,0,1,0,1,1,0
1304-NECVQ,11/1/2019,1/1/2020 0:00,Month-to-month,1,Electronic check,78.55,149.55,1,1,0,0,1,Fiber optic,0,0,1,0,0,0,1
1304-SEGFY,2/1/2014,No,Two year,1,Electronic check,97.85,6841.3,1,0,1,0,1,Fiber optic,0,0,1,0,1,1,0
1306-RPWXZ,1/1/2016,No,Two year,0,Credit card (automatic),20.45,1024.65,1,0,0,1,0,No,-1,-1,-1,-1,-1,-1,0
1307-ATKGB,2/1/2018,No,Month-to-month,1,Electronic check,89.55,2187.15,0,0,0,0,0,Fiber optic,0,1,1,0,0,1,0
1307-TVUFB,8/1/2016,No,Month-to-month,1,Bank transfer (automatic),79.35,3344.1,0,1,0,0,1,Fiber optic,0,1,0,0,0,0,0
1309-BXVOQ,4/1/2018,1/1/2020 0:00,Month-to-month,1,Electronic check,106.1,2249.95,0,0,1,0,1,Fiber optic,0,0,1,1,1,1,1
1309-XGFSN,10/1/2015,No,One year,1,Electronic check,80.85,4079.55,0,1,1,1,1,DSL,0,1,1,0,1,1,0
1310-QRITU,8/1/2018,No,Month-to-month,1,Electronic check,50.3,913.3,1,0,0,0,1,DSL,0,0,0,0,0,0,0
1319-YLZJG,2/1/2019,No,Month-to-month,1,Electronic check,84.6,959.9,0,0,1,0,0,Fiber optic,1,1,1,0,0,0,0
1320-GVNHT,2/1/2014,No,Two year,1,Credit card (automatic),108.4,7767.25,0,0,1,1,1,Fiber optic,1,1,1,0,1,1,0
1320-HTRDR,10/1/2019,1/1/2020 0:00,Month-to-month,1,Electronic check,75.5,220.6,1,0,0,0,1,Fiber optic,0,0,0,0,0,0,1
1320-REHCS,10/1/2015,No,Month-to-month,1,Electronic check,110.75,5832,0,1,0,0,1,Fiber optic,0,1,1,1,1,1,0
1322-AGOQM,2/1/2016,12/1/2019 0:00,Month-to-month,0,Bank transfer (automatic),30.3,1380.1,0,0,0,0,-1,DSL,0,1,0,0,0,0,1
1323-OOEPC,7/1/2015,12/1/2019 0:00,Month-to-month,1,Credit card (automatic),98.4,5149.5,1,0,1,0,1,Fiber optic,0,1,0,0,1,1,1
1324-NLTJE,7/1/2018,10/1/2019 0:00,Month-to-month,0,Credit card (automatic),55,757.1,1,1,0,0,1,DSL,0,0,0,1,0,0,1
1325-USMEC,4/1/2014,No,Two year,1,Credit card (automatic),99.35,6944.5,0,0,1,0,1,Fiber optic,1,1,1,0,1,0,0
1328-EUZHC,8/1/2018,No,Two year,0,Mailed check,20.1,370.5,1,0,1,0,0,No,-1,-1,-1,-1,-1,-1,0
1329-VHWNP,7/1/2019,No,Month-to-month,0,Bank transfer (automatic),25.05,189.95,1,0,0,0,-1,DSL,0,0,0,0,0,0,0
1333-PBMXB,8/1/2015,No,One year,1,Bank transfer (automatic),24.75,1342.15,1,0,1,1,1,No,-1,-1,-1,-1,-1,-1,0
1334-FJSVR,10/1/2019,11/1/2019 0:00,Month-to-month,1,Electronic check,24.25,24.25,0,0,0,0,-1,DSL,0,0,0,0,0,0,1
1334-PDUKM,6/1/2014,No,One year,0,Credit card (automatic),86.45,5762.95,1,0,1,0,1,Fiber optic,0,1,1,0,0,0,0
1335-HQMKX,2/1/2014,No,One year,1,Electronic check,101.35,7323.15,1,0,1,0,1,Fiber optic,0,1,1,0,1,1,0
1335-MXCSE,7/1/2015,No,Two year,1,Credit card (automatic),55.25,3119.9,0,0,1,1,0,DSL,0,0,1,1,0,0,0
1335-NTIUC,5/1/2019,No,Month-to-month,1,Electronic check,24.95,190.25,0,0,0,0,-1,DSL,0,0,0,0,0,0,0
1336-EZFZY,10/1/2019,No,Month-to-month,0,Mailed check,20.05,83.3,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
1337-BOZWO,8/1/2018,No,One year,0,Credit card (automatic),46.4,812.4,0,0,1,1,-1,DSL,0,1,1,0,1,0,0
1338-CECEE,9/1/2016,No,One year,0,Bank transfer (automatic),68.5,2839.95,0,0,1,1,1,DSL,0,1,1,0,1,0,0
1342-JPNKI,1/1/2019,11/1/2019 0:00,Month-to-month,1,Bank transfer (automatic),86.05,834.1,0,0,0,0,1,Fiber optic,0,0,0,0,1,0,1
1343-EHPYB,9/1/2014,12/1/2019 0:00,Month-to-month,1,Electronic check,103.4,6603,0,0,1,0,1,Fiber optic,0,1,1,0,1,1,1
1345-GKDZZ,8/1/2019,No,Month-to-month,0,Mailed check,19.55,128.6,0,0,0,1,0,No,-1,-1,-1,-1,-1,-1,0
1345-ZUKID,12/1/2018,No,One year,0,Mailed check,19.35,324.8,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
1346-PJWTK,1/1/2015,No,Month-to-month,0,Credit card (automatic),94.15,5731.85,0,0,1,0,0,Fiber optic,0,1,1,1,0,1,0
1346-UFHAX,1/1/2019,No,Month-to-month,1,Credit card (automatic),80,1029.35,1,0,0,0,1,Fiber optic,1,0,0,0,0,0,0
1347-KTTTA,10/1/2014,No,One year,1,Credit card (automatic),102.45,6654.1,0,0,1,0,0,Fiber optic,0,1,1,1,1,1,0
1349-WXNGG,12/1/2019,1/1/2020 0:00,Month-to-month,0,Bank transfer (automatic),20.05,20.05,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,1
1352-HNSAW,2/1/2014,No,Two year,1,Bank transfer (automatic),115.6,8220.4,1,0,1,1,1,Fiber optic,1,1,1,1,1,1,0
1352-VHKAJ,11/1/2017,No,Month-to-month,0,Bank transfer (automatic),71.6,1957.1,0,0,1,1,1,DSL,0,0,0,1,1,1,0
1353-GHZOS,4/1/2018,No,One year,1,Bank transfer (automatic),59.75,1374.35,0,0,1,0,0,DSL,1,0,0,0,1,0,0
1353-LJWEM,3/1/2019,No,Month-to-month,1,Electronic check,60.9,688.5,0,0,0,0,0,DSL,0,1,1,1,0,0,0
1354-YZFNB,10/1/2019,No,Two year,0,Credit card (automatic),19.55,68.8,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
1355-KUSBG,7/1/2019,No,Month-to-month,0,Electronic check,48.8,349.8,1,0,1,1,1,DSL,0,0,0,0,0,0,0
1356-MKYSK,8/1/2019,No,Month-to-month,0,Credit card (automatic),78.65,483.3,0,0,0,0,0,DSL,1,0,1,1,1,1,0
1357-BIJKI,12/1/2015,No,One year,1,Electronic check,98.25,4858.7,0,0,1,0,1,Fiber optic,0,1,0,0,1,1,0
1357-MVDOZ,3/1/2019,No,Month-to-month,1,Bank transfer (automatic),59.65,683.25,0,0,1,1,0,DSL,0,0,1,0,1,0,0
1360-JYXKQ,8/1/2015,No,One year,1,Electronic check,99.1,5437.1,1,1,1,0,0,Fiber optic,0,0,1,1,1,1,0
1360-RCYRT,3/1/2018,No,Month-to-month,1,Bank transfer (automatic),30.35,678.75,0,0,1,1,-1,DSL,0,0,0,1,0,0,0
1360-XFJMR,7/1/2014,No,One year,1,Credit card (automatic),109.7,7344.45,1,0,1,0,1,Fiber optic,0,1,1,1,1,1,0
1363-TXLSL,11/1/2019,12/1/2019 0:00,Month-to-month,1,Electronic check,70.3,70.3,0,1,1,0,0,Fiber optic,0,0,0,0,0,0,1
1370-GGAWX,4/1/2016,No,One year,1,Electronic check,94.15,4408.45,1,0,0,0,1,Fiber optic,0,1,1,0,0,1,0
1371-DWPAZ,2/1/2020,No,Two year,0,Credit card (automatic),56.05,0,1,0,1,1,-1,DSL,1,1,1,1,1,0,0
1371-OJCEK,2/1/2016,No,One year,0,Bank transfer (automatic),24.35,1133.7,1,0,0,0,1,No,-1,-1,-1,-1,-1,-1,0
1371-WEPDS,10/1/2016,No,One year,0,Electronic check,55.8,2283.3,0,1,1,0,0,DSL,0,0,0,0,0,1,0
1373-ORVIZ,1/1/2019,12/1/2019 0:00,Month-to-month,1,Electronic check,66.35,740.8,1,0,1,1,1,DSL,0,0,0,1,0,1,1
1374-DMZUI,9/1/2019,1/1/2020 0:00,Month-to-month,1,Electronic check,94.3,424.45,1,1,0,0,1,Fiber optic,0,0,0,0,1,1,1
1376-HHBDV,8/1/2017,No,Month-to-month,1,Mailed check,48.8,1536.75,1,0,0,0,0,DSL,1,0,0,0,0,0,0
